state,date,cum_cases,cum_deaths
Georgia,2020-04-17,16658,661
Iowa,2020-04-17,2332,64
Maine,2020-04-17,1654,72
New Mexico,2020-04-17,1711,51
New York,2020-04-17,233293,16473
Virginia,2020-04-17,7490,238
Indiana,2020-04-18,10729,633
Nebraska,2020-04-18,1348,28
New Hampshire,2020-04-19,1392,41
Wisconsin,2020-04-19,4346,222
Vermont,2020-04-20,816,37
Delaware,2020-04-21,2931,82
Louisiana,2020-04-21,24854,1405
Illinois,2020-04-22,35108,1577
New Hampshire,2020-04-22,1588,48
Virginia,2020-04-22,10265,349
Wyoming,2020-04-23,453,7
Delaware,2020-04-24,3442,100
Louisiana,2020-04-24,26199,1660
New Mexico,2020-04-24,5048,182
Texas,2020-04-24,23650,625
West Virginia,2020-04-24,1010,32
Maryland,2020-04-25,17844,875
New Hampshire,2020-04-25,1793,60
California,2020-04-26,43691,1716
District of Columbia,2020-04-26,3841,178
Michigan,2020-04-26,38002,3314
Mississippi,2020-04-26,11822,501
New Hampshire,2020-04-26,1864,60
Ohio,2020-04-26,15963,728
Alabama,2020-04-27,6539,228
Kentucky,2020-04-27,4146,216
Missouri,2020-04-27,7171,296
Rhode Island,2020-04-27,7708,233
Tennessee,2020-04-27,9739,184
Arkansas,2020-04-28,6254,134
Georgia,2020-04-28,23607,1022
California,2020-04-29,48904,1961
Georgia,2020-04-29,24300,1086
Kansas,2020-04-29,3811,132
Washington,2020-04-29,14490,805
Delaware,2020-04-30,4734,152
Iowa,2020-04-30,7145,162
Maryland,2020-04-30,43650,2245
Rhode Island,2020-04-30,8621,266
New Hampshire,2020-05-01,2310,81
Tennessee,2020-05-01,11781,205
Washington,2020-05-01,15134,829
Vermont,2020-05-02,886,50
District of Columbia,2020-05-03,5016,251
Ohio,2020-05-03,19914,1038
Oklahoma,2020-05-03,3972,238
South Dakota,2020-05-03,2630,21
Minnesota,2020-05-04,7234,428
Oregon,2020-05-04,2759,109
Rhode Island,2020-05-05,19866,802
District of Columbia,2020-05-06,5461,277
Kansas,2020-05-07,6240,164
Oklahoma,2020-05-07,4330,260
Oregon,2020-05-07,2989,121
Delaware,2020-05-08,12222,360
Minnesota,2020-05-08,10087,534
Washington,2020-05-08,17477,915
Minnesota,2020-05-10,11270,578
New Jersey,2020-05-10,138532,9255
Rhode Island,2020-05-10,11274,422
Louisiana,2020-05-12,32116,2347
Nevada,2020-05-12,6311,321
South Dakota,2020-05-12,3663,39
Nebraska,2020-05-13,9072,106
Ohio,2020-05-13,25727,1483
Mississippi,2020-05-14,10483,480
Rhode Island,2020-05-14,12016,468
Arkansas,2020-05-15,4463,98
Florida,2020-05-15,44130,1916
Indiana,2020-05-16,27919,1741
Kentucky,2020-05-16,7773,346
New Hampshire,2020-05-16,3556,171
Virginia,2020-05-16,29683,1002
Hawaii,2020-05-17,1890,54
Oklahoma,2020-05-17,5310,288
Arkansas,2020-05-18,4813,100
Florida,2020-05-18,46434,1996
Iowa,2020-05-18,14955,355
Puerto Rico,2020-05-18,2710,124
Michigan,2020-05-20,52988,5060
New Mexico,2020-05-20,12676,612
North Carolina,2020-05-20,20221,721
North Dakota,2020-05-21,2229,51
Colorado,2020-05-22,23456,1324
Georgia,2020-05-22,39734,1779
North Dakota,2020-05-22,2317,52
Massachusetts,2020-05-23,91662,6304
Texas,2020-05-23,55386,1522
West Virginia,2020-05-23,1729,72
Georgia,2020-05-24,40989,1799
Louisiana,2020-05-24,37293,2690
Oregon,2020-05-24,3927,148
Alabama,2020-05-25,14986,566
Tennessee,2020-05-25,20533,334
Alaska,2020-05-26,416,8
Connecticut,2020-05-26,41303,3769
New York,2020-05-26,368669,29241
Connecticut,2020-05-27,41288,3803
Guam,2020-05-28,3423,18
Massachusetts,2020-05-28,94895,6640
Alaska,2020-05-29,436,8
Maine,2020-05-29,2226,85
Massachusetts,2020-05-29,95512,6718
South Carolina,2020-05-29,11131,483
Wyoming,2020-05-29,891,15
Maryland,2020-05-31,53456,2532
Nevada,2020-05-31,8628,419
Puerto Rico,2020-05-31,3776,136
Georgia,2020-06-01,45757,2057
Indiana,2020-06-01,35684,2142
New Hampshire,2020-06-01,4685,245
New Jersey,2020-06-01,160918,11721
California,2020-06-02,118081,4360
Hawaii,2020-06-02,1286,34
Kentucky,2020-06-02,10287,451
Pennsylvania,2020-06-02,77315,5670
Wisconsin,2020-06-02,18949,610
Missouri,2020-06-03,14020,801
Nebraska,2020-06-03,14866,189
Virginia,2020-06-03,46905,1428
Pennsylvania,2020-06-04,78428,5862
Tennessee,2020-06-04,25374,401
Kansas,2020-06-05,10493,233
Maryland,2020-06-05,57407,2702
Nebraska,2020-06-05,15379,193
Rhode Island,2020-06-05,46323,2316
Wisconsin,2020-06-05,20427,634
Virginia,2020-06-06,49397,1460
Connecticut,2020-06-07,43968,4071
Oklahoma,2020-06-07,7151,348
Indiana,2020-06-08,38553,2316
Wisconsin,2020-06-08,21161,650
Arizona,2020-06-09,28396,1074
Colorado,2020-06-09,28333,1553
Utah,2020-06-09,12639,127
Washington,2020-06-09,25796,1181
Arizona,2020-06-10,29981,1100
Minnesota,2020-06-10,28900,1267
Nebraska,2020-06-10,16025,209
Colorado,2020-06-11,28632,1583
Idaho,2020-06-11,3303,86
Missouri,2020-06-11,15924,873
Vermont,2020-06-11,1110,55
Washington,2020-06-11,26172,1198
Nebraska,2020-06-12,16513,221
New York,2020-06-12,386490,30511
South Dakota,2020-06-12,5742,74
Maine,2020-06-13,2757,100
New Hampshire,2020-06-13,5299,318
Oregon,2020-06-13,5543,175
Michigan,2020-06-14,66246,6020
Nevada,2020-06-14,11199,464
New Jersey,2020-06-14,166881,12625
North Dakota,2020-06-14,3083,77
South Carolina,2020-06-14,18796,600
Georgia,2020-06-15,55505,2457
South Dakota,2020-06-15,5928,75
Missouri,2020-06-16,16930,903
Wyoming,2020-06-16,1089,18
Maine,2020-06-17,2836,102
New Hampshire,2020-06-17,5436,330
Oregon,2020-06-17,12450,264
South Dakota,2020-06-17,6050,78
Arkansas,2020-06-18,13928,208
Kansas,2020-06-18,11886,252
Kentucky,2020-06-19,13629,542
District of Columbia,2020-06-20,9984,531
New York,2020-06-20,392037,30839
Puerto Rico,2020-06-20,6463,147
Virginia,2020-06-20,57443,1607
Montana,2020-06-21,717,20
Nebraska,2020-06-21,17810,252
New Mexico,2020-06-21,10565,469
Hawaii,2020-06-22,804,17
Wisconsin,2020-06-22,25181,745
California,2020-01-26,226,0
Texas,2020-03-09,120,3
Texas,2020-03-10,217,3
Massachusetts,2020-03-11,380,7
Texas,2020-03-13,232,2
Georgia,2020-03-16,354,1
Tennessee,2020-03-17,584,21
Colorado,2020-03-18,432,6
Pennsylvania,2020-03-18,278,3
Florida,2020-03-19,868,18
New Jersey,2020-03-19,735,9
Ohio,2020-03-19,360,0
New Jersey,2020-03-20,896,11
Washington,2020-03-20,2808,142
Florida,2020-03-21,764,11
Arizona,2020-03-22,306,2
Missouri,2020-03-22,130,3
Colorado,2020-03-23,1442,16
Tennessee,2020-03-23,522,2
Tennessee,2020-03-24,1356,20
Connecticut,2020-03-25,1750,54
Iowa,2020-03-25,290,2
Colorado,2020-03-26,1432,24
Nevada,2020-03-27,1863,36
Oklahoma,2020-03-27,322,8
Tennessee,2020-03-27,2360,56
Montana,2020-03-28,441,7
Pennsylvania,2020-03-28,2815,35
Tennessee,2020-03-28,1363,6
Connecticut,2020-03-29,1993,34
Connecticut,2020-03-30,5142,126
District of Columbia,2020-03-30,802,11
Michigan,2020-03-31,7629,264
Utah,2020-03-31,887,5
Wisconsin,2020-03-31,1351,25
Arkansas,2020-04-01,2496,58
Virginia,2020-04-01,1511,34
Florida,2020-04-02,9000,144
New York,2020-04-02,92971,2963
Alaska,2020-04-03,156,2
Michigan,2020-04-03,12669,478
Ohio,2020-04-03,3312,91
Pennsylvania,2020-04-03,8420,102
Arizona,2020-04-04,2019,53
Ohio,2020-04-04,3739,102
District of Columbia,2020-04-05,998,22
Michigan,2020-04-05,15633,616
South Dakota,2020-04-05,240,2
Idaho,2020-04-06,1170,13
Michigan,2020-04-06,17129,727
Nevada,2020-04-06,5913,158
Mississippi,2020-04-07,1915,59
Oregon,2020-04-07,1181,33
Idaho,2020-04-08,1232,19
Missouri,2020-04-08,3327,86
Arkansas,2020-04-09,3438,33
Colorado,2020-04-09,6202,227
North Carolina,2020-04-09,3651,74
Tennessee,2020-04-09,4456,95
Virginia,2020-04-09,4041,109
Oregon,2020-04-10,4113,163
Arizona,2020-04-11,6786,146
Florida,2020-04-11,18978,445
Georgia,2020-04-11,12261,432
Kansas,2020-04-11,2564,75
Massachusetts,2020-04-11,22860,686
Nevada,2020-04-11,5440,135
Texas,2020-04-13,14487,320
Iowa,2020-04-14,3798,118
Massachusetts,2020-04-14,28163,957
Oklahoma,2020-04-14,2184,109
Utah,2020-04-14,2420,19
Delaware,2020-04-15,2014,46
Kansas,2020-04-15,1501,76
Utah,2020-04-15,2549,20
Wisconsin,2020-04-15,7442,366
Arkansas,2020-04-16,1620,37
Mississippi,2020-04-16,3624,129
New Jersey,2020-04-16,75317,3518
Oklahoma,2020-04-16,2357,131
Vermont,2020-04-16,768,34
Florida,2020-04-17,24745,725
Missouri,2020-04-17,5283,184
Mississippi,2020-04-18,3974,152
Rhode Island,2020-04-18,4491,137
Illinois,2020-04-19,30357,1302
New Jersey,2020-04-19,85301,4202
Arizona,2020-04-20,5064,191
Georgia,2020-04-20,18447,767
New Jersey,2020-04-20,88806,4377
Ohio,2020-04-20,12919,509
Virginia,2020-04-20,8989,300
Kentucky,2020-04-21,6386,366
Maine,2020-04-21,888,36
Washington,2020-04-21,12410,683
Colorado,2020-04-22,10878,526
Kentucky,2020-04-22,3373,185
Maryland,2020-04-22,14842,698
Minnesota,2020-04-22,5442,279
Utah,2020-04-22,3451,34
Idaho,2020-04-23,1836,54
New Mexico,2020-04-23,2379,78
Arizona,2020-04-24,6045,268
Iowa,2020-04-24,4459,107
Nevada,2020-04-24,4398,203
Florida,2020-04-25,30831,1054
Georgia,2020-04-25,22225,897
Louisiana,2020-04-25,26571,1703
Ohio,2020-04-25,15587,711
Rhode Island,2020-04-25,7129,215
Kansas,2020-04-26,6394,203
Nevada,2020-04-26,4638,206
New Jersey,2020-04-26,109038,5938
Texas,2020-04-26,25209,676
Iowa,2020-04-27,5868,127
New Jersey,2020-04-27,111188,6044
Ohio,2020-04-27,16325,753
Hawaii,2020-04-28,602,16
Nebraska,2020-04-28,3613,56
New York,2020-04-28,300276,22777
Puerto Rico,2020-04-28,1400,86
Tennessee,2020-04-28,9974,190
Alaska,2020-04-29,706,14
Florida,2020-04-30,33683,1267
Utah,2020-04-30,9344,209
Washington,2020-04-30,14814,822
Arkansas,2020-05-01,3310,64
California,2020-05-01,52318,2147
Minnesota,2020-05-01,5730,371
Mississippi,2020-05-01,7212,281
Utah,2020-05-01,4829,46
Delaware,2020-05-02,5038,168
District of Columbia,2020-05-02,4797,240
Georgia,2020-05-02,27268,1161
North Carolina,2020-05-02,11514,428
North Dakota,2020-05-02,2306,30
South Dakota,2020-05-02,2587,21
Utah,2020-05-02,4981,49
Massachusetts,2020-05-03,68087,4004
Mississippi,2020-05-03,7550,303
New Mexico,2020-05-03,3850,151
Arkansas,2020-05-04,3469,80
Indiana,2020-05-04,20855,1264
Oklahoma,2020-05-04,4044,238
Utah,2020-05-04,5326,50
Colorado,2020-05-05,17256,901
California,2020-05-06,60787,2478
Delaware,2020-05-06,5778,193
Florida,2020-05-06,37994,1538
Illinois,2020-05-06,68164,2977
Maryland,2020-05-06,28263,1443
Missouri,2020-05-06,9164,429
New York,2020-05-06,329405,25956
Michigan,2020-05-07,45643,4343
Vermont,2020-05-07,916,53
Illinois,2020-05-08,73688,3262
Kansas,2020-05-08,6751,167
Utah,2020-05-08,5919,61
Kentucky,2020-05-09,6469,312
Ohio,2020-05-09,23697,1331
Washington,2020-05-09,17629,925
District of Columbia,2020-05-10,6272,323
Georgia,2020-05-10,32267,1383
Massachusetts,2020-05-10,77793,4979
Alabama,2020-05-11,10164,403
Kansas,2020-05-11,7161,174
Maine,2020-05-11,1462,65
North Carolina,2020-05-11,15069,571
Ohio,2020-05-11,24785,1357
Wisconsin,2020-05-11,10418,409
Iowa,2020-05-12,12912,289
Mississippi,2020-05-12,9908,457
Delaware,2020-05-13,6952,247
Illinois,2020-05-13,84874,3815
South Carolina,2020-05-13,8030,362
Texas,2020-05-13,43822,1205
Virginia,2020-05-13,26746,927
Wyoming,2020-05-13,1376,17
Texas,2020-05-14,45169,1256
Utah,2020-05-14,6760,76
Connecticut,2020-05-15,36085,3285
Massachusetts,2020-05-15,83421,5592
New Jersey,2020-05-15,143905,10138
Alabama,2020-05-16,11674,485
Kansas,2020-05-16,16118,585
New Mexico,2020-05-16,5847,259
Nebraska,2020-05-17,10348,129
North Dakota,2020-05-17,1900,43
South Carolina,2020-05-17,8816,385
Georgia,2020-05-18,36634,1624
Washington,2020-05-18,19756,1020
South Carolina,2020-05-19,9056,399
New York,2020-05-20,359235,28540
Utah,2020-05-20,7717,90
Arkansas,2020-05-21,5458,110
Georgia,2020-05-21,38969,1749
Minnesota,2020-05-21,18209,818
New Hampshire,2020-05-21,7870,337
Puerto Rico,2020-05-21,5826,228
Texas,2020-05-21,53441,1480
Idaho,2020-05-22,2595,79
Illinois,2020-05-22,105710,4740
Louisiana,2020-05-22,37048,2669
Alabama,2020-05-24,14478,551
Kansas,2020-05-24,9135,200
North Dakota,2020-05-24,7254,236
Louisiana,2020-05-26,38252,2701
Maine,2020-05-26,2109,79
Washington,2020-05-26,21538,1091
Michigan,2020-05-27,55544,5334
Minnesota,2020-05-27,22474,942
Tennessee,2020-05-27,21360,353
Wyoming,2020-05-27,860,14
Arizona,2020-05-28,17763,857
California,2020-05-28,104071,4042
Delaware,2020-05-28,9171,345
Maine,2020-05-28,2189,84
Utah,2020-05-28,8953,106
Virginia,2020-05-28,41401,1338
Washington,2020-05-28,22091,1116
Nebraska,2020-05-29,13654,177
Washington,2020-05-29,22377,1120
Montana,2020-05-30,505,17
Tennessee,2020-05-30,22676,360
District of Columbia,2020-05-31,8801,466
Kansas,2020-05-31,9878,211
Nebraska,2020-05-31,14101,178
Washington,2020-05-31,22814,1126
Delaware,2020-06-01,9605,368
District of Columbia,2020-06-01,8857,468
Pennsylvania,2020-06-01,76734,5574
Tennessee,2020-06-01,23242,361
Utah,2020-06-01,10026,113
Indiana,2020-06-02,36129,2197
West Virginia,2020-06-02,2056,78
Arizona,2020-06-03,22245,983
Georgia,2020-06-03,46711,2092
North Dakota,2020-06-03,2682,69
Oklahoma,2020-06-03,6805,341
Utah,2020-06-03,10558,117
Florida,2020-06-04,60175,2606
Wisconsin,2020-06-04,20075,627
Kentucky,2020-06-05,11051,476
Vermont,2020-06-05,2054,73
Minnesota,2020-06-06,27512,1181
South Carolina,2020-06-06,13916,545
Washington,2020-06-06,24767,1163
Colorado,2020-06-07,27987,1527
Kentucky,2020-06-07,11393,481
Louisiana,2020-06-07,42927,2936
Mississippi,2020-06-07,17270,817
Pennsylvania,2020-06-07,80001,5997
Utah,2020-06-07,12084,121
Virginia,2020-06-08,51251,1477
Georgia,2020-06-09,50769,2250
Mississippi,2020-06-09,18109,847
Nevada,2020-06-09,10046,445
New Mexico,2020-06-09,9105,404
Wisconsin,2020-06-09,21435,662
North Dakota,2020-06-10,2944,76
Alabama,2020-06-11,22845,755
Alaska,2020-06-11,1332,29
Maryland,2020-06-11,60823,2875
Arizona,2020-06-12,33167,1157
Georgia,2020-06-12,53201,2384
Indiana,2020-06-12,40114,2396
Mississippi,2020-06-12,19091,881
Ohio,2020-06-12,40424,2508
Utah,2020-06-12,13681,139
Florida,2020-06-13,73544,2924
Illinois,2020-06-13,133117,6491
District of Columbia,2020-06-14,9767,515
Florida,2020-06-14,75560,2930
South Dakota,2020-06-14,5898,75
Guam,2020-06-15,2310,12
Mississippi,2020-06-15,19799,895
Pennsylvania,2020-06-15,83687,6307
Ohio,2020-06-16,42010,2597
Illinois,2020-06-17,135416,6687
Tennessee,2020-06-17,32112,493
Alaska,2020-06-18,795,10
Mississippi,2020-06-18,84088,3772
New Jersey,2020-06-18,168107,12800
New Mexico,2020-06-18,10153,456
Pennsylvania,2020-06-18,84780,6417
South Dakota,2020-06-18,6109,78
Tennessee,2020-06-18,32604,504
Florida,2020-06-19,89740,3103
Oklahoma,2020-06-19,9706,367
Washington,2020-06-19,29045,1258
Hawaii,2020-06-20,791,17
Maryland,2020-06-20,64565,3052
Vermont,2020-06-20,1147,56
Arkansas,2020-06-21,15561,225
Louisiana,2020-06-21,49890,3105
Arizona,2020-06-22,54767,1354
Colorado,2020-06-22,30689,1651
New York,2020-06-22,393257,30934
Oklahoma,2020-06-22,10733,369
Arkansas,2020-06-23,16678,237
Ohio,2020-06-23,46127,2735
Tennessee,2020-06-23,36018,535
West Virginia,2020-06-23,2593,92
Illinois,2020-06-24,140025,6986
Oregon,2020-06-24,7451,195
Pennsylvania,2020-06-24,87775,6568
Wisconsin,2020-06-24,25922,762
California,2020-01-31,114,0
Washington,2020-03-12,419,32
California,2020-03-13,1280,12
Colorado,2020-03-13,390,10
California,2020-03-14,381,5
Virginia,2020-03-14,252,1
California,2020-03-16,1764,37
Texas,2020-03-16,348,4
Tennessee,2020-03-19,465,2
Colorado,2020-03-20,728,5
Connecticut,2020-03-21,446,9
Illinois,2020-03-21,1502,16
Louisiana,2020-03-21,763,16
Connecticut,2020-03-22,654,15
Tennessee,2020-03-22,1272,15
Arkansas,2020-03-23,201,0
Florida,2020-03-23,1222,18
Florida,2020-03-25,1965,23
Tennessee,2020-03-25,2418,24
Mississippi,2020-03-27,1737,23
New Jersey,2020-03-27,8825,108
Wisconsin,2020-03-27,1860,37
Idaho,2020-03-28,261,5
Maryland,2020-03-28,1066,10
South Carolina,2020-03-28,660,15
New York,2020-03-29,59783,1180
South Carolina,2020-03-29,774,16
Mississippi,2020-03-30,848,16
Missouri,2020-03-31,1350,15
Vermont,2020-03-31,586,20
Minnesota,2020-04-01,689,17
Wisconsin,2020-04-01,1550,33
New Mexico,2020-04-02,403,7
North Carolina,2020-04-02,1857,17
Ohio,2020-04-02,2902,81
Oklahoma,2020-04-02,1758,83
Georgia,2020-04-03,5967,198
Kansas,2020-04-04,702,21
New Jersey,2020-04-04,34124,847
Puerto Rico,2020-04-04,1356,50
Louisiana,2020-04-05,13014,477
New Jersey,2020-04-05,37505,917
Ohio,2020-04-05,8086,213
Illinois,2020-04-06,12262,309
Iowa,2020-04-06,946,25
Oregon,2020-04-06,1132,29
Colorado,2020-04-07,5429,179
Florida,2020-04-07,14739,295
North Carolina,2020-04-07,3220,50
Ohio,2020-04-07,4783,167
Arizona,2020-04-08,2726,80
California,2020-04-08,19043,506
Maryland,2020-04-08,5529,124
Ohio,2020-04-08,5149,193
Texas,2020-04-08,9897,195
Alabama,2020-04-09,2838,78
Connecticut,2020-04-09,9784,380
Maine,2020-04-09,560,16
Maryland,2020-04-09,6185,139
South Dakota,2020-04-09,894,12
Arkansas,2020-04-10,1202,24
Florida,2020-04-10,17960,418
Montana,2020-04-10,730,15
Tennessee,2020-04-11,4983,107
Arkansas,2020-04-12,1280,27
Kentucky,2020-04-12,1963,98
Mississippi,2020-04-12,2781,96
New York,2020-04-12,191425,12116
Pennsylvania,2020-04-14,25591,746
Texas,2020-04-14,15303,365
Colorado,2020-04-15,8280,355
Guam,2020-04-15,1500,23
New York,2020-04-15,217130,14937
Rhode Island,2020-04-15,3529,87
New York,2020-04-16,225761,15669
Nevada,2020-04-17,3524,151
South Carolina,2020-04-17,8172,267
Vermont,2020-04-17,779,34
Alabama,2020-04-18,4723,147
Arkansas,2020-04-18,1777,38
North Carolina,2020-04-18,6140,175
Virginia,2020-04-18,16104,528
District of Columbia,2020-04-19,5586,196
Louisiana,2020-04-19,23928,1296
Ohio,2020-04-19,11602,471
Hawaii,2020-04-20,578,10
South Carolina,2020-04-20,4439,124
Indiana,2020-04-21,12198,731
North Carolina,2020-04-21,6951,217
Oregon,2020-04-21,2002,78
South Dakota,2020-04-21,3510,103
Louisiana,2020-04-22,25317,1532
Massachusetts,2020-04-22,42944,2182
Mississippi,2020-04-22,4894,193
Alabama,2020-04-23,5832,197
Colorado,2020-04-23,11262,557
Maryland,2020-04-23,15805,748
Nevada,2020-04-23,4208,195
Ohio,2020-04-23,14694,656
Oklahoma,2020-04-23,6034,282
Rhode Island,2020-04-23,6256,189
Utah,2020-04-24,3782,39
Massachusetts,2020-04-25,53348,2730
Minnesota,2020-04-25,3446,244
Pennsylvania,2020-04-25,41626,1842
Kentucky,2020-04-26,4074,211
New Mexico,2020-04-26,2728,99
New York,2020-04-26,292914,21804
South Carolina,2020-04-27,5613,177
Texas,2020-04-27,25963,699
California,2020-04-28,46570,1884
Colorado,2020-04-28,14239,734
Idaho,2020-04-28,1952,60
New Hampshire,2020-04-28,4020,135
Maine,2020-04-29,1056,52
California,2020-04-30,50470,2057
Delaware,2020-05-01,4918,159
New Mexico,2020-05-01,3513,131
New York,2020-05-01,313575,23841
Connecticut,2020-05-02,58574,4872
Guam,2020-05-02,1117,6
Nebraska,2020-05-02,5332,75
Illinois,2020-05-03,61499,2632
New York,2020-05-03,321833,24576
Georgia,2020-05-04,28350,1228
Illinois,2020-05-04,63840,2673
South Dakota,2020-05-04,5334,121
Washington,2020-05-04,16047,846
West Virginia,2020-05-04,1224,50
Iowa,2020-05-05,10111,207
Tennessee,2020-05-05,13555,225
Texas,2020-05-05,34286,955
Alabama,2020-05-06,8691,343
Arkansas,2020-05-06,3611,87
North Dakota,2020-05-06,2646,83
Wyoming,2020-05-06,1262,24
Idaho,2020-05-07,2178,67
Iowa,2020-05-07,11059,231
Tennessee,2020-05-07,14108,238
Washington,2020-05-07,17187,903
Kentucky,2020-05-08,6298,304
North Carolina,2020-05-08,13879,537
Virginia,2020-05-08,22342,812
Kansas,2020-05-09,6923,172
Missouri,2020-05-09,9737,492
North Carolina,2020-05-09,14387,554
North Dakota,2020-05-09,1464,35
Texas,2020-05-09,38849,1086
Arkansas,2020-05-10,4012,91
Washington,2020-05-11,18172,957
Florida,2020-05-12,41915,1778
Georgia,2020-05-12,33311,1470
Massachusetts,2020-05-12,79332,5141
Michigan,2020-05-12,47946,4674
Virginia,2020-05-12,25800,891
Wisconsin,2020-05-12,10617,418
Arizona,2020-05-13,12176,594
Connecticut,2020-05-14,35464,3219
Georgia,2020-05-15,35242,1563
Ohio,2020-05-15,26956,1581
New York,2020-05-16,353136,27953
Rhode Island,2020-05-16,12434,489
Vermont,2020-05-16,934,53
Colorado,2020-05-17,21909,1215
Oregon,2020-05-17,3623,137
Vermont,2020-05-17,1880,108
Virginia,2020-05-17,30388,1009
Arizona,2020-05-18,14170,686
Missouri,2020-05-18,11225,609
New Hampshire,2020-05-18,3652,172
Texas,2020-05-19,51080,1405
Indiana,2020-05-20,29986,1864
Kentucky,2020-05-20,8336,381
Oregon,2020-05-20,3801,144
North Carolina,2020-05-21,20915,733
Arizona,2020-05-22,15608,775
Ohio,2020-05-22,30795,1872
Maryland,2020-05-23,45608,2243
New York,2020-05-23,364745,28900
North Dakota,2020-05-23,2365,52
Illinois,2020-05-24,110541,4884
Iowa,2020-05-25,17628,460
Minnesota,2020-05-25,21324,890
Nevada,2020-05-25,7959,396
Virginia,2020-05-25,37727,1208
California,2020-05-26,99925,3859
Idaho,2020-05-26,2699,81
Kansas,2020-05-26,9352,204
New Mexico,2020-05-26,7130,325
Nebraska,2020-05-27,12976,168
Nevada,2020-05-27,8150,402
Idaho,2020-05-28,2770,82
Puerto Rico,2020-05-28,3486,131
Connecticut,2020-05-29,41762,3868
Nevada,2020-05-29,8375,415
South Dakota,2020-05-29,4866,59
Colorado,2020-05-30,26084,1443
Nevada,2020-05-30,8519,417
Iowa,2020-05-31,19621,537
New Mexico,2020-05-31,7689,356
California,2020-06-01,115643,4287
Virginia,2020-06-01,45398,1392
Washington,2020-06-01,23272,1133
Wyoming,2020-06-01,910,17
Georgia,2020-06-02,46063,2070
Kansas,2020-06-02,10143,227
Michigan,2020-06-02,58680,5562
North Carolina,2020-06-02,30052,950
North Dakota,2020-06-02,2649,68
South Dakota,2020-06-02,5067,62
Michigan,2020-06-03,58990,5579
Nevada,2020-06-03,8950,429
Delaware,2020-06-04,9746,386
Iowa,2020-06-04,20943,590
Mississippi,2020-06-04,16560,794
Georgia,2020-06-05,48280,2143
Illinois,2020-06-05,126317,5834
Texas,2020-06-05,73324,1821
Connecticut,2020-06-06,43818,4055
Louisiana,2020-06-06,42597,2925
Tennessee,2020-06-06,26359,413
Illinois,2020-06-07,128070,5939
Maryland,2020-06-07,58593,2749
Nebraska,2020-06-07,15634,196
North Carolina,2020-06-07,35663,1024
Michigan,2020-06-08,64911,5916
Indiana,2020-06-09,38985,2339
South Carolina,2020-06-09,15228,568
West Virginia,2020-06-10,2193,85
Indiana,2020-06-11,39714,2380
North Carolina,2020-06-12,41467,1128
Idaho,2020-06-13,3399,87
Nevada,2020-06-13,10992,463
North Dakota,2020-06-13,3061,77
Nebraska,2020-06-14,16735,221
Iowa,2020-06-15,24110,661
Louisiana,2020-06-15,47284,3018
North Carolina,2020-06-15,45257,1156
Indiana,2020-06-16,41780,2447
Kentucky,2020-06-16,12899,530
Massachusetts,2020-06-16,105885,7664
Texas,2020-06-16,95973,2057
Colorado,2020-06-17,29658,1631
Indiana,2020-06-17,42036,2475
North Dakota,2020-06-17,3170,78
Ohio,2020-06-17,42422,2611
Utah,2020-06-17,15464,149
Maine,2020-06-18,2878,102
Nevada,2020-06-18,12164,475
New Hampshire,2020-06-18,5450,331
Illinois,2020-06-19,136917,6801
South Carolina,2020-06-19,22631,639
Illinois,2020-06-20,137535,6846
New Hampshire,2020-06-21,5544,339
Iowa,2020-06-22,26217,687
New Mexico,2020-06-23,10838,476
Oklahoma,2020-06-23,11028,371
Arkansas,2020-06-24,17375,240
Kansas,2020-06-24,13110,261
New York,2020-06-24,394430,31001
Washington,2020-01-21,216,0
Washington,2020-03-04,376,14
Colorado,2020-03-12,294,6
Washington,2020-03-14,1827,75
Michigan,2020-03-15,318,8
Washington,2020-03-15,1350,49
Colorado,2020-03-17,732,13
Washington,2020-03-17,2724,132
District of Columbia,2020-03-20,497,36
Minnesota,2020-03-20,230,2
Massachusetts,2020-03-22,646,5
Utah,2020-03-24,1192,17
Washington,2020-03-24,4938,205
Louisiana,2020-03-25,1795,65
Maryland,2020-03-25,423,4
Louisiana,2020-03-26,4610,101
Massachusetts,2020-03-26,4834,76
Alaska,2020-03-28,102,1
Kansas,2020-03-28,271,6
Minnesota,2020-03-28,880,11
Maine,2020-03-29,253,3
Massachusetts,2020-03-29,4955,48
Michigan,2020-03-29,10972,469
Texas,2020-03-29,5418,104
Virginia,2020-03-29,889,22
Wisconsin,2020-03-29,5600,41
North Carolina,2020-03-31,1526,10
South Carolina,2020-03-31,1083,22
Arizona,2020-04-01,1413,29
Connecticut,2020-04-01,3557,85
Florida,2020-04-01,7765,100
Missouri,2020-04-01,3160,29
New Mexico,2020-04-01,726,13
Connecticut,2020-04-02,3824,112
Iowa,2020-04-02,1228,30
Virginia,2020-04-02,3410,113
Wisconsin,2020-04-02,3460,121
Guam,2020-04-03,154,4
Iowa,2020-04-03,699,11
South Carolina,2020-04-03,1700,34
Connecticut,2020-04-04,5276,165
Georgia,2020-04-04,6383,208
Michigan,2020-04-04,14225,540
Wisconsin,2020-04-04,2112,60
Florida,2020-04-05,12342,220
Georgia,2020-04-05,6742,219
Wisconsin,2020-04-05,2267,73
Connecticut,2020-04-07,7781,277
Indiana,2020-04-07,5542,208
West Virginia,2020-04-07,1236,14
